4.086101400000000000e+07,-4.146533012390136719e-01,1.177132010459899902e+00,6.156703829765319824e-01,2.000000000000000000e+00
4.086103200000000000e+07,-1.390763759613037109e+00,4.010606765747070312e+00,2.305794954299926758e+00,2.000000000000000000e+00
4.086105200000000000e+07,-2.149135589599609375e+00,6.345574855804443359e+00,3.834200859069824219e+00,2.000000000000000000e+00
4.086107200000000000e+07,-2.396517276763916016e+00,7.315977096557617188e+00,4.442740440368652344e+00,2.000000000000000000e+00
4.086109200000000000e+07,-2.426245450973510742e+00,7.726515769958496094e+00,4.771903514862060547e+00,2.000000000000000000e+00
4.086111200000000000e+07,-2.353184223175048828e+00,7.866050243377685547e+00,4.992761611938476562e+00,2.000000000000000000e+00
4.086113200000000000e+07,-2.269214868545532227e+00,7.887703895568847656e+00,5.128933429718017578e+00,2.000000000000000000e+00
4.086115200000000000e+07,-2.261151313781738281e+00,7.890899181365966797e+00,5.284832954406738281e+00,2.000000000000000000e+00
4.086117200000000000e+07,-2.327815055847167969e+00,7.878600597381591797e+00,5.404399394989013672e+00,2.000000000000000000e+00
4.086119200000000000e+07,-2.393723249435424805e+00,7.836281299591064453e+00,5.424697875976562500e+00,2.000000000000000000e+00
4.086121200000000000e+07,-2.423599958419799805e+00,7.799633026123046875e+00,5.233879566192626953e+00,2.000000000000000000e+00
4.086123200000000000e+07,-2.435200452804565430e+00,7.806966304779052734e+00,5.102353572845458984e+00,2.000000000000000000e+00
4.086125200000000000e+07,-2.430491685867309570e+00,7.816253662109375000e+00,4.994196414947509766e+00,2.000000000000000000e+00
4.086127200000000000e+07,-2.435155391693115234e+00,7.789455413818359375e+00,4.815726757049560547e+00,2.000000000000000000e+00
4.086129200000000000e+07,-2.498367786407470703e+00,7.800611019134521484e+00,4.931289672851562500e+00,2.000000000000000000e+00
4.086131200000000000e+07,-2.537280559539794922e+00,7.822737216949462891e+00,4.817372798919677734e+00,2.000000000000000000e+00
4.086133200000000000e+07,-2.436845779418945312e+00,7.732014656066894531e+00,4.680642127990722656e+00,2.000000000000000000e+00
4.086135200000000000e+07,-2.240628957748413086e+00,7.538231372833251953e+00,5.175199985504150391e+00,2.000000000000000000e+00
4.086137200000000000e+07,-2.053412675857543945e+00,7.297527790069580078e+00,5.507305622100830078e+00,2.000000000000000000e+00
4.086139100000000000e+07,-1.912330031394958496e+00,7.113661289215087891e+00,5.699143886566162109e+00,2.000000000000000000e+00
4.086141200000000000e+07,-1.732575058937072754e+00,6.985047340393066406e+00,5.973093509674072266e+00,2.000000000000000000e+00
4.086143200000000000e+07,-1.441671371459960938e+00,6.768322467803955078e+00,6.070041656494140625e+00,2.000000000000000000e+00
4.086145200000000000e+07,-1.131044030189514160e+00,6.547361373901367188e+00,6.203791141510009766e+00,2.000000000000000000e+00
4.086147100000000000e+07,-9.158477783203125000e-01,6.413368701934814453e+00,6.512357711791992188e+00,2.000000000000000000e+00
4.086149100000000000e+07,-8.358285427093505859e-01,6.216143131256103516e+00,7.169718742370605469e+00,2.000000000000000000e+00
4.086151100000000000e+07,-8.413662910461425781e-01,5.848649978637695312e+00,7.922165870666503906e+00,2.000000000000000000e+00
4.086153200000000000e+07,-7.396408915519714355e-01,5.364908695220947266e+00,8.267738342285156250e+00,2.000000000000000000e+00
4.086155100000000000e+07,-4.396365284919738770e-01,4.780637264251708984e+00,8.259763717651367188e+00,2.000000000000000000e+00
4.086157100000000000e+07,-3.440237045288085938e-02,4.108171939849853516e+00,8.516371726989746094e+00,2.000000000000000000e+00
4.086159100000000000e+07,3.534935116767883301e-01,3.495954751968383789e+00,9.117618560791015625e+00,2.000000000000000000e+00
4.086161100000000000e+07,5.619460344314575195e-01,2.987919330596923828e+00,9.610356330871582031e+00,2.000000000000000000e+00
4.086163100000000000e+07,6.266963481903076172e-01,2.619414329528808594e+00,9.819175720214843750e+00,2.000000000000000000e+00
4.086165100000000000e+07,7.631876468658447266e-01,2.503260374069213867e+00,9.653465270996093750e+00,2.000000000000000000e+00
4.086167100000000000e+07,1.128054141998291016e+00,2.499188661575317383e+00,9.173201560974121094e+00,2.000000000000000000e+00
4.086169100000000000e+07,1.789617776870727539e+00,2.291630029678344727e+00,8.634864807128906250e+00,2.000000000000000000e+00
4.086171100000000000e+07,2.664808273315429688e+00,1.765934467315673828e+00,8.356872558593750000e+00,2.000000000000000000e+00
4.086173100000000000e+07,3.442446470260620117e+00,1.117347002029418945e+00,8.411223411560058594e+00,2.000000000000000000e+00
4.086175100000000000e+07,3.883118152618408203e+00,7.342396974563598633e-01,8.454268455505371094e+00,2.000000000000000000e+00
4.086177100000000000e+07,4.204803466796875000e+00,7.954880595207214355e-01,8.293394088745117188e+00,2.000000000000000000e+00
4.086179100000000000e+07,4.699889183044433594e+00,9.134947657585144043e-01,8.330612182617187500e+00,2.000000000000000000e+00
4.086181100000000000e+07,5.255798816680908203e+00,6.536731719970703125e-01,8.739496231079101562e+00,2.000000000000000000e+00
4.086183100000000000e+07,5.584294319152832031e+00,5.094398558139801025e-02,9.068889617919921875e+00,2.000000000000000000e+00
4.086185000000000000e+07,5.679934024810791016e+00,-5.797848701477050781e-01,9.065185546875000000e+00,2.000000000000000000e+00
4.086187000000000000e+07,5.649014472961425781e+00,-1.037130475044250488e+00,8.828271865844726562e+00,2.000000000000000000e+00
4.086189100000000000e+07,5.527328491210937500e+00,-1.304980158805847168e+00,8.396317481994628906e+00,2.000000000000000000e+00
4.086191100000000000e+07,5.300442695617675781e+00,-1.250688076019287109e+00,7.849429130554199219e+00,2.000000000000000000e+00
4.086193000000000000e+07,4.769385814666748047e+00,-7.646644711494445801e-01,7.482385635375976562e+00,2.000000000000000000e+00
4.086195000000000000e+07,3.981232643127441406e+00,-9.397569298744201660e-02,7.646844863891601562e+00,2.000000000000000000e+00
4.086197000000000000e+07,3.406278371810913086e+00,2.857548594474792480e-01,8.506861686706542969e+00,2.000000000000000000e+00
4.086199100000000000e+07,3.194462299346923828e+00,2.553938031196594238e-01,9.356007575988769531e+00,2.000000000000000000e+00
4.086201000000000000e+07,3.088444709777832031e+00,1.636395044624805450e-02,9.289318084716796875e+00,2.000000000000000000e+00
4.086203000000000000e+07,3.077292203903198242e+00,-3.501552343368530273e-01,8.991101264953613281e+00,2.000000000000000000e+00
4.086205000000000000e+07,3.204641580581665039e+00,-5.720541477203369141e-01,9.326321601867675781e+00,2.000000000000000000e+00
4.086207100000000000e+07,3.721490383148193359e+00,-5.377576947212219238e-01,7.852635860443115234e+00,2.000000000000000000e+00
4.086209000000000000e+07,3.912197113037109375e+00,-3.873295783996582031e-01,4.383474349975585938e+00,2.000000000000000000e+00
4.086211000000000000e+07,3.211793899536132812e+00,-6.855270862579345703e-01,4.553926944732666016e+00,2.000000000000000000e+00
4.086213000000000000e+07,2.847811222076416016e+00,-1.594614267349243164e+00,8.095005989074707031e+00,2.000000000000000000e+00
4.086215000000000000e+07,2.897809028625488281e+00,-1.840108633041381836e+00,9.017053604125976562e+00,2.000000000000000000e+00
4.086217000000000000e+07,2.916425466537475586e+00,-1.419936656951904297e+00,8.292052268981933594e+00,2.000000000000000000e+00
4.086219000000000000e+07,2.622904539108276367e+00,-1.012555360794067383e+00,8.640301704406738281e+00,2.000000000000000000e+00
4.086221000000000000e+07,1.774102449417114258e+00,-4.756461977958679199e-01,7.801707267761230469e+00,2.000000000000000000e+00
4.086223000000000000e+07,4.471412897109985352e-01,-4.393303394317626953e-01,8.259163856506347656e+00,2.000000000000000000e+00
4.086225000000000000e+07,-7.459122538566589355e-01,-7.033575177192687988e-01,9.653714179992675781e+00,2.000000000000000000e+00
4.086227000000000000e+07,-7.780117392539978027e-01,-4.099715352058410645e-01,8.960644721984863281e+00,2.000000000000000000e+00
4.086229000000000000e+07,-3.734620511531829834e-01,8.393125608563423157e-03,9.602148056030273438e+00,2.000000000000000000e+00
4.086230900000000000e+07,-9.061829745769500732e-02,7.876780629158020020e-02,9.917949676513671875e+00,2.000000000000000000e+00
4.086232900000000000e+07,2.018060684204101562e-01,-1.958108507096767426e-03,9.169175148010253906e+00,2.000000000000000000e+00
4.086234900000000000e+07,1.919745355844497681e-01,-2.576684579253196716e-02,9.392864227294921875e+00,2.000000000000000000e+00
4.086236900000000000e+07,6.792247295379638672e-02,-1.002006232738494873e-02,9.472245216369628906e+00,2.000000000000000000e+00
4.086239000000000000e+07,4.749078676104545593e-02,-8.334949612617492676e-03,9.511858940124511719e+00,2.000000000000000000e+00
4.086240900000000000e+07,5.981023609638214111e-02,-1.111640594899654388e-02,9.626055717468261719e+00,2.000000000000000000e+00
4.086243000000000000e+07,4.695113375782966614e-02,-8.780194446444511414e-03,9.609604835510253906e+00,2.000000000000000000e+00
4.086244900000000000e+07,3.941826894879341125e-02,-2.943731844425201416e-03,9.643802642822265625e+00,2.000000000000000000e+00
4.086246900000000000e+07,4.755627363920211792e-02,2.714642556384205818e-03,9.676708221435546875e+00,2.000000000000000000e+00
4.086248900000000000e+07,4.215230420231819153e-02,1.369067933410406113e-03,9.640662193298339844e+00,2.000000000000000000e+00
4.086250900000000000e+07,3.764710947871208191e-02,-4.864881280809640884e-03,9.655615806579589844e+00,2.000000000000000000e+00
